CAS,HC50,MW,AOH,BCF,BioHL,BP,HL,KM,KOA,LogP,MP,KOC,VP,WS,MoA
741-58-2,-3.41E-01,2.60E+00,-1.07E+01,6.86E-01,2.02E+00,3.95E+02,-5.80E+00,-3.84E-01,1.04E+01,3.06E+00,4.08E+00,3.52E+01,-6.01E+00,-4.19E+00,4.00E+00
74222-97-2,-8.96E-01,2.56E+00,-1.07E+01,5.39E-01,6.66E-01,2.64E+02,-9.20E+00,-8.08E-01,9.51E+00,1.64E+00,1.21E+00,2.01E+02,-9.89E+00,-3.35E+00,5.00E+00
74738-17-3,-3.95E-01,2.37E+00,-1.05E+01,1.93E+00,5.47E-01,3.56E+02,-8.69E+00,-7.23E-01,1.04E+01,2.82E+00,3.69E+00,1.42E+02,-6.92E+00,-4.54E+00,5.00E+00
74-89-5,2.04E+00,1.49E+00,-1.07E+01,1.68E-01,8.78E-01,-1.07E+00,-4.91E+00,-7.75E-01,2.48E+00,4.42E-01,-6.08E-01,-5.74E+01,3.26E+00,1.45E+00,2.00E+00
75-04-7,2.20E+00,1.65E+00,-1.06E+01,1.12E-01,5.65E-01,1.93E+01,-4.87E+00,-7.97E-01,3.43E+00,4.09E-01,-1.99E-01,-8.29E+01,2.90E+00,1.33E+00,2.00E+00
75-12-7,3.13E+00,1.65E+00,-1.20E+01,3.97E-01,7.87E-01,2.19E+02,-7.01E+00,-8.72E-01,4.08E+00,5.08E-01,-1.39E+00,5.96E+00,-1.40E+00,1.27E+00,5.00E+00
75-31-0,1.69E+00,1.77E+00,-1.10E+01,6.61E-01,8.09E-01,3.66E+01,-4.83E+00,-8.36E-01,3.68E+00,5.37E-01,3.18E-01,-8.98E+01,2.57E+00,1.12E+00,2.00E+00
75-50-3,2.09E+00,1.77E+00,-1.02E+01,3.35E-01,1.03E+00,1.30E+01,-3.91E+00,-6.73E-01,2.08E+00,1.22E+00,1.21E-01,-1.00E+02,3.03E+00,9.10E-01,1.00E+00
75-64-9,1.46E+00,1.86E+00,-1.10E+01,6.06E-01,1.01E+00,5.42E+01,-4.75E+00,-1.07E+00,3.85E+00,9.20E-01,5.14E-01,-7.92E+01,2.45E+00,1.02E+00,2.00E+00
756-80-9,1.11E+00,2.20E+00,-1.02E+01,5.40E-01,1.18E+00,1.85E+02,-7.13E+00,-5.85E-01,4.85E+00,8.02E-01,1.84E+00,2.36E+01,-3.13E+00,-1.50E+00,4.00E+00
75-85-4,3.33E+00,1.95E+00,-1.10E+01,5.53E-01,5.52E-01,1.09E+02,-4.83E+00,-1.05E+00,4.07E+00,1.26E+00,9.50E-01,-2.84E+01,1.03E+00,-9.79E-02,1.00E+00
75-87-6,2.04E+00,2.17E+00,-1.18E+01,1.06E+00,9.30E-01,1.09E+02,-7.84E+00,-7.54E-01,3.75E+00,1.47E+00,1.10E+00,-3.27E+01,1.64E+00,-7.79E-01,3.00E+00
75-91-2,9.73E-01,1.95E+00,-1.15E+01,5.95E-01,8.79E-01,1.30E+02,-5.31E+00,-1.06E+00,4.05E+00,1.16E+00,1.23E+00,-1.75E+01,7.65E-01,1.02E+00,5.00E+00
75-98-9,2.45E+00,2.01E+00,-1.17E+01,4.05E-01,8.78E-01,1.71E+02,-5.83E+00,-9.26E-01,4.24E+00,1.19E+00,1.48E+00,1.31E+01,-2.58E-01,-5.06E-01,1.00E+00
763-32-6,2.27E+00,1.94E+00,-1.02E+01,5.99E-01,6.48E-01,1.31E+02,-6.77E+00,-8.38E-01,4.25E+00,1.14E+00,9.02E-01,-8.85E+01,5.27E-01,2.24E-01,5.00E+00
767-00-0,1.41E+00,2.08E+00,-9.95E+00,8.46E-01,7.28E-01,2.77E+02,-6.97E+00,-5.93E-01,6.46E+00,1.68E+00,1.63E+00,9.55E+01,-3.25E+00,-8.69E-01,5.00E+00
7696-12-0,-4.11E-01,2.52E+00,-9.84E+00,9.45E-01,5.25E-01,3.39E+02,-5.61E+00,1.82E-01,1.16E+01,3.06E+00,4.51E+00,7.06E+01,-5.33E+00,-4.75E+00,4.00E+00
7700-17-6,-1.22E+00,2.50E+00,-1.05E+01,3.39E-01,6.33E-01,3.65E+02,-8.67E+00,-2.26E-01,9.81E+00,2.09E+00,3.15E+00,2.36E+01,-4.86E+00,-2.47E+00,5.00E+00
771-61-9,6.99E-01,2.26E+00,-1.32E+01,5.48E-01,7.21E-01,1.48E+02,-3.49E+00,-8.08E-01,4.16E+00,2.36E+00,3.07E+00,3.55E+01,2.67E-01,-1.48E+00,5.00E+00
7747-35-5,1.61E+00,2.16E+00,-1.04E+01,3.34E-01,5.64E-01,2.27E+02,-4.95E+00,-4.06E-01,4.45E+00,1.81E+00,1.94E-01,1.35E+01,5.05E-02,3.03E-01,5.00E+00
77732-09-3,2.09E+00,2.44E+00,-1.07E+01,7.68E-01,6.33E-01,3.58E+02,-8.44E+00,-6.93E-01,9.21E+00,2.29E+00,9.04E-01,1.02E+02,-7.39E+00,-1.98E+00,4.00E+00
77-73-6,9.61E-01,2.12E+00,-9.63E+00,2.35E+00,8.57E-01,1.77E+02,-2.59E+00,4.41E-02,4.44E+00,3.38E+00,3.67E+00,2.39E+01,2.06E-01,-4.28E+00,1.00E+00
77-75-8,2.78E+00,1.99E+00,-1.10E+01,6.10E-01,7.23E-01,1.28E+02,-4.97E+00,-9.56E-01,4.06E+00,1.06E+00,7.97E-01,1.39E+01,7.44E-01,2.10E-01,3.00E+00
779-02-2,-1.70E+00,2.28E+00,-1.04E+01,3.44E+00,2.25E+00,3.48E+02,-4.33E+00,3.92E-01,8.41E+00,4.62E+00,5.06E+00,1.06E+02,-4.59E+00,-6.06E+00,1.00E+00
78-30-8,1.16E-01,2.57E+00,-1.08E+01,2.47E+00,5.66E-01,4.22E+02,-4.69E+00,3.96E-01,1.17E+01,3.48E+00,5.15E+00,5.19E+01,-7.55E+00,-6.75E+00,4.00E+00
78-40-0,2.74E+00,2.26E+00,-1.03E+01,1.28E-01,6.91E-01,2.12E+02,-7.25E+00,-1.08E+00,5.76E+00,1.78E+00,8.11E-01,-5.50E+01,-4.59E-01,2.33E-01,5.00E+00
78-70-6,1.31E+00,2.19E+00,-9.79E+00,8.96E-01,5.23E-01,2.06E+02,-4.94E+00,-9.63E-01,6.50E+00,2.14E+00,3.05E+00,-2.37E+01,-9.12E-01,-1.94E+00,3.00E+00
78-90-0,2.75E+00,1.87E+00,-1.10E+01,4.93E-01,7.28E-01,1.22E+02,-7.72E+00,-1.09E+00,6.90E+00,7.78E-01,-1.59E+00,2.27E+01,8.67E-01,1.00E+00,5.00E+00
78-92-2,2.92E+00,1.87E+00,-1.10E+01,6.80E-01,5.64E-01,1.02E+02,-5.00E+00,-1.09E+00,3.95E+00,1.04E+00,7.22E-01,-8.08E+01,1.12E+00,3.22E-01,1.00E+00
78-96-6,2.17E+00,1.88E+00,-1.05E+01,5.31E-01,6.10E-01,1.65E+02,-7.25E+00,-1.08E+00,6.76E+00,7.17E-01,-1.21E+00,2.06E+01,-4.66E-01,1.10E+00,5.00E+00
78-99-9,1.50E+00,2.05E+00,-1.22E+01,8.46E-01,7.92E-01,8.81E+01,-2.38E+00,-1.03E+00,2.78E+00,1.69E+00,1.91E+00,-7.55E+01,1.83E+00,-1.63E+00,1.00E+00
79-08-3,4.74E-01,2.14E+00,-1.20E+01,6.12E-01,8.25E-01,2.03E+02,-8.03E+00,-6.42E-01,4.18E+00,4.17E-01,4.19E-01,5.88E+01,-8.92E-01,9.40E-01,3.00E+00
79-09-4,1.90E+00,1.87E+00,-1.19E+01,6.22E-01,6.48E-01,1.47E+02,-6.35E+00,-8.50E-01,3.95E+00,1.00E+00,1.31E-01,3.59E+00,5.40E-01,8.31E-01,1.00E+00
79127-80-3,-2.40E-01,2.48E+00,-1.08E+01,1.26E+00,6.68E-01,3.21E+02,-8.79E+00,-3.52E-01,1.09E+01,3.02E+00,4.09E+00,6.38E+01,-7.99E+00,-4.53E+00,4.00E+00
79-20-9,2.23E+00,1.87E+00,-1.23E+01,2.12E-01,5.66E-01,5.91E+01,-3.86E+00,-1.03E+00,2.40E+00,8.97E-01,1.47E-01,-9.07E+01,2.31E+00,2.25E-01,5.00E+00
79-21-0,8.63E-01,1.88E+00,-1.24E+01,2.06E-01,5.66E-01,1.18E+02,-5.76E+00,-8.14E-01,3.78E+00,8.99E-01,-8.73E-01,4.54E+00,9.13E-01,1.09E+00,5.00E+00
79241-46-6,-9.93E-02,2.58E+00,-1.09E+01,1.67E+00,6.66E-01,3.54E+02,-7.44E+00,5.45E-01,9.86E+00,3.67E+00,4.46E+00,2.08E+01,-6.48E+00,-5.45E+00,5.00E+00
79-31-2,2.15E+00,1.95E+00,-1.17E+01,5.87E-01,5.65E-01,1.59E+02,-6.07E+00,-8.37E-01,4.10E+00,1.16E+00,4.82E-01,-1.61E+00,1.89E-01,2.79E-01,1.00E+00
793-24-8,-6.06E-01,2.43E+00,-1.08E+01,2.86E+00,4.27E-01,3.61E+02,-7.10E+00,-1.27E-01,9.28E+00,4.04E+00,4.20E+00,7.29E+01,-7.60E+00,-3.17E+00,5.00E+00
79-33-4,2.30E+00,1.95E+00,-1.18E+01,6.23E-01,7.34E-01,2.09E+02,-8.05E+00,-9.74E-01,6.72E+00,1.01E+00,-7.69E-01,4.56E+01,-1.21E+00,5.01E-01,1.00E+00
79-41-4,1.35E+00,1.93E+00,-1.05E+01,6.17E-01,6.31E-01,1.69E+02,-6.49E+00,-8.37E-01,4.06E+00,1.15E+00,7.78E-01,1.06E+01,-9.57E-02,2.01E-01,3.00E+00
79622-59-6,-1.32E+00,2.67E+00,-1.10E+01,5.95E+00,6.66E-01,3.46E+02,-1.08E+01,-9.18E-02,1.08E+01,3.31E+00,4.00E+00,1.15E+02,-1.00E+01,-6.51E+00,5.00E+00
79-77-6,4.64E-01,2.28E+00,-1.00E+01,2.12E+00,5.47E-01,2.58E+02,-2.96E+00,-7.10E-01,6.56E+00,2.44E+00,3.95E+00,2.63E+01,-1.29E+00,-3.10E+00,3.00E+00
79-92-5,6.99E-01,2.13E+00,-1.03E+01,2.85E+00,4.06E-01,1.59E+02,-1.03E+00,8.53E-01,4.48E+00,3.43E+00,4.03E+00,6.93E+01,4.11E-01,-4.43E+00,1.00E+00
79-94-7,-8.56E-01,2.74E+00,-1.08E+01,2.71E+00,1.81E+00,4.17E+02,-7.94E+00,-7.49E-02,9.34E+00,5.11E+00,6.66E+00,1.77E+02,-8.28E+00,-4.26E+00,5.00E+00
80-00-2,2.81E-01,2.40E+00,-1.17E+01,1.93E+00,1.06E+00,3.55E+02,-5.23E+00,-6.58E-01,8.49E+00,2.79E+00,2.19E+00,9.50E+01,-5.99E+00,-3.73E+00,5.00E+00
8004-87-3,1.60E+00,2.55E+00,-1.03E+01,1.91E+00,6.28E-01,3.53E+02,-7.90E+00,7.13E-01,1.17E+01,3.10E+00,3.17E+00,1.25E+02,-8.08E+00,-4.95E+00,5.00E+00
80-06-8,-2.56E-01,2.43E+00,-1.07E+01,2.31E+00,1.46E+00,3.35E+02,-8.81E+00,-7.96E-01,9.92E+00,3.04E+00,4.06E+00,7.16E+01,-5.27E+00,-4.67E+00,3.00E+00
80-46-6,-2.49E-01,2.22E+00,-1.05E+01,1.86E+00,5.72E-01,2.48E+02,-6.20E+00,-8.07E-01,7.71E+00,3.51E+00,3.55E+00,7.56E+01,-2.20E+00,-2.82E+00,5.00E+00
80-56-8,1.28E+00,2.13E+00,-1.02E+01,2.70E+00,4.07E-01,1.61E+02,-9.31E-01,5.22E-01,4.44E+00,3.43E+00,4.61E+00,-2.76E+01,5.02E-01,-4.52E+00,1.00E+00
81334-34-1,1.35E+00,2.42E+00,-1.09E+01,7.16E-01,5.24E-01,2.76E+02,-9.51E+00,-6.02E-01,9.00E+00,1.96E+00,4.74E-01,1.74E+02,-9.76E+00,-1.52E+00,5.00E+00
81406-37-3,-2.59E-01,2.56E+00,-1.10E+01,1.11E+00,5.25E-01,3.50E+02,-7.83E+00,-5.65E-01,1.09E+01,3.39E+00,4.46E+00,7.18E+01,-7.85E+00,-6.41E+00,5.00E+00
81777-89-1,3.96E-01,2.38E+00,-1.09E+01,1.58E+00,5.23E-01,2.80E+02,-7.48E+00,-2.23E-01,7.38E+00,2.52E+00,2.35E+00,4.25E+01,-3.99E+00,-2.32E+00,5.00E+00
81-88-9,1.70E+00,2.68E+00,-1.07E+01,3.24E-01,8.84E-01,4.21E+02,-7.50E+00,-2.88E-01,9.65E+00,3.78E+00,2.67E+00,1.99E+02,-9.26E+00,-5.28E+00,5.00E+00
822-36-6,1.12E+00,1.91E+00,-1.02E+01,3.10E-01,7.84E-01,2.63E+02,-6.19E+00,-7.76E-01,4.76E+00,1.15E+00,1.90E-01,6.23E+01,-1.10E+00,9.02E-01,2.00E+00
82560-54-1,-9.15E-01,2.61E+00,-1.06E+01,1.53E+00,6.75E-01,3.59E+02,-7.60E+00,1.02E+00,1.16E+01,3.06E+00,4.30E+00,8.56E+01,-6.85E+00,-4.72E+00,4.00E+00
826-36-8,1.65E+00,2.19E+00,-1.09E+01,5.06E-01,7.86E-01,2.04E+02,-6.58E+00,-1.19E+00,6.45E+00,1.51E+00,9.22E-01,3.58E+01,-1.09E+00,-3.61E-01,5.00E+00
82-71-3,2.71E+00,2.39E+00,-1.23E+01,5.41E-01,8.48E-01,3.29E+02,-8.02E+00,-1.03E+00,7.85E+00,2.00E+00,1.47E+00,1.72E+02,-5.38E+00,-1.68E+00,5.00E+00
830-13-7,5.54E-01,2.26E+00,-1.08E+01,1.13E+00,1.22E+00,2.43E+02,-3.62E+00,-1.53E-01,6.68E+00,2.66E+00,4.16E+00,2.35E+01,-1.93E+00,-3.40E+00,1.00E+00
83261-15-8,1.45E+00,2.22E+00,-1.09E+01,9.48E-01,6.65E-01,1.65E+02,-3.37E+00,-1.13E+00,4.14E+00,1.77E+00,2.15E+00,-4.92E+01,7.82E-01,-9.83E-01,3.00E+00
83-41-0,4.30E-01,2.18E+00,-1.16E+01,9.42E-01,6.10E-01,2.44E+02,-4.98E+00,-7.82E-01,4.58E+00,2.98E+00,2.85E+00,2.07E+01,-7.84E-01,-2.32E+00,2.00E+00
834-12-8,-4.55E-01,2.36E+00,-1.08E+01,8.13E-01,5.25E-01,3.44E+02,-7.63E+00,-8.62E-01,9.07E+00,2.59E+00,2.94E+00,9.07E+01,-5.68E+00,-3.20E+00,5.00E+00
83-42-1,6.86E-01,2.23E+00,-1.17E+01,1.97E+00,5.51E-01,2.48E+02,-5.02E+00,-6.17E-01,5.01E+00,2.94E+00,2.98E+00,4.79E+01,-1.06E+00,-3.43E+00,2.00E+00
836-30-6,2.93E-01,2.33E+00,-1.16E+01,1.94E+00,7.30E-01,3.45E+02,-8.95E+00,-9.70E-01,9.93E+00,2.84E+00,3.67E+00,1.40E+02,-5.68E+00,-3.91E+00,5.00E+00
83657-22-1,1.49E+00,2.47E+00,-1.05E+01,2.06E+00,5.01E-01,3.22E+02,-9.51E+00,2.29E-01,1.06E+01,2.54E+00,3.60E+00,1.52E+02,-4.94E+00,-4.35E+00,3.00E+00
83-89-6,1.55E+00,2.60E+00,-1.05E+01,2.54E+00,5.26E-01,3.83E+02,-8.36E+00,3.08E-01,1.03E+01,4.15E+00,5.39E+00,1.13E+02,-7.90E+00,-3.87E+00,5.00E+00
84087-01-4,7.08E-01,2.38E+00,-1.09E+01,5.50E-01,4.91E-01,3.24E+02,-8.51E+00,-6.71E-01,9.82E+00,3.27E+00,2.77E+00,2.63E+02,-6.88E+00,-2.79E+00,5.00E+00
841-06-5,1.03E+00,2.43E+00,-1.08E+01,8.88E-01,6.50E-01,3.32E+02,-8.58E+00,-7.14E-01,9.26E+00,2.72E+00,2.64E+00,9.35E+01,-6.42E+00,-3.12E+00,5.00E+00
84-11-7,-5.81E-01,2.32E+00,-1.17E+01,1.37E+00,1.35E+00,3.61E+02,-7.18E+00,-5.87E-01,8.51E+00,3.19E+00,2.53E+00,2.09E+02,-7.10E+00,-4.55E+00,5.00E+00
84-69-5,1.16E-01,2.44E+00,-1.08E+01,1.43E+00,6.36E-01,3.04E+02,-6.50E+00,-5.54E-01,8.21E+00,3.08E+00,4.23E+00,2.25E+01,-4.43E+00,-4.59E+00,5.00E+00
84-75-3,-7.74E-01,2.52E+00,-1.09E+01,2.39E+00,6.81E-01,3.29E+02,-7.47E+00,4.48E-02,9.67E+00,4.56E+00,6.41E+00,-4.71E+01,-4.96E+00,-6.72E+00,5.00E+00
85-01-8,-5.18E-01,2.25E+00,-1.06E+01,3.35E+00,1.80E+00,3.41E+02,-4.29E+00,6.36E-01,7.50E+00,4.37E+00,4.52E+00,1.36E+02,-4.52E+00,-5.94E+00,1.00E+00
85-02-9,-1.16E-01,2.25E+00,-1.03E+01,2.38E+00,1.16E+00,3.47E+02,-4.58E+00,6.33E-01,7.37E+00,4.43E+00,3.45E+00,9.10E+01,-4.15E+00,-3.39E+00,5.00E+00
85-34-7,9.01E-01,2.38E+00,-1.11E+01,4.94E-01,5.51E-01,3.04E+02,-8.68E+00,-4.30E-01,9.30E+00,1.83E+00,3.20E+00,1.58E+02,-4.41E+00,-2.74E+00,5.00E+00
85-41-6,1.05E+00,2.17E+00,-1.12E+01,5.71E-01,7.29E-01,2.86E+02,-7.86E+00,-1.02E+00,9.22E+00,1.58E+00,1.23E+00,2.15E+02,-5.13E+00,-2.48E+00,5.00E+00
85-42-7,1.99E+00,2.19E+00,-1.15E+01,3.82E-01,7.85E-01,2.38E+02,-8.19E+00,-1.03E+00,6.12E+00,1.65E+00,9.82E-01,9.14E+01,-2.71E+00,-6.09E-01,3.00E+00
85-43-8,1.79E+00,2.18E+00,-1.04E+01,3.49E-01,6.93E-01,2.53E+02,-8.75E+00,-9.25E-01,6.09E+00,1.51E+00,-2.35E-01,1.07E+02,-2.18E+00,-1.07E+00,3.00E+00
85-56-3,1.86E+00,2.42E+00,-1.11E+01,5.55E-01,6.97E-01,3.06E+02,-9.09E+00,-1.03E+00,1.06E+01,2.78E+00,3.48E+00,1.56E+02,-7.91E+00,-2.89E+00,5.00E+00
86209-51-0,-8.56E-01,2.67E+00,-1.10E+01,4.88E-01,6.66E-01,2.54E+02,-1.09E+01,-3.96E-01,9.52E+00,1.20E+00,2.11E+00,1.94E+02,-9.82E+00,-4.89E+00,3.00E+00
87237-48-7,5.23E-01,2.64E+00,-1.09E+01,1.62E+00,6.67E-01,3.67E+02,-8.13E+00,7.92E-01,1.03E+01,3.78E+00,4.32E+00,5.91E+01,-1.04E+01,-5.76E+00,5.00E+00
87392-12-9,-6.32E-01,2.45E+00,-1.07E+01,1.74E+00,5.26E-01,2.85E+02,-8.02E+00,-7.46E-01,9.39E+00,2.42E+00,3.23E+00,-8.19E+00,-4.66E+00,-3.02E+00,5.00E+00
87546-18-7,-3.61E-01,2.63E+00,-1.06E+01,1.19E+00,5.26E-01,4.22E+02,-7.56E+00,8.17E-01,1.17E+01,4.98E+00,4.79E+00,8.31E+01,-8.15E+00,-6.05E+00,5.00E+00
87-59-2,1.06E+00,2.08E+00,-1.06E+01,7.10E-01,5.18E-01,2.17E+02,-5.71E+00,-9.45E-01,6.48E+00,1.86E+00,1.80E+00,-3.44E+00,-1.06E+00,-1.35E+00,5.00E+00
87-61-6,-4.31E-01,2.26E+00,-1.23E+01,2.94E+00,6.11E-01,2.14E+02,-2.87E+00,1.11E+00,5.01E+00,3.25E+00,4.03E+00,4.73E+01,-6.44E-01,-3.97E+00,1.00E+00
87-65-0,6.57E-01,2.21E+00,-1.16E+01,1.23E+00,9.60E-01,2.17E+02,-5.80E+00,-9.39E-01,5.82E+00,2.72E+00,2.78E+00,6.15E+01,-1.42E+00,-1.75E+00,5.00E+00
